"","Variety","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","L024","L025","L034","L035","L036","L037","L075","L087","L019","L029","L093","L030","L176","L023","L027","L184","L012","L155"
"N0625",-8.20009795966685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.497557960661194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.85284262365491,-2.22565825392582,NA,-4.96431487596206,0.0761056050008393,5.69901848006083,-0.120308409707514,-1.86751312976898,3.20759108240407,NA,NA,3.01212428746093,NA,NA,NA,NA,NA,NA
"N0509",-4.59937383052264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.279076551851938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95466181096313,7.77870924160001,NA,3.53898521246882,-4.82954552189725,-2.44791211044928,-1.11262704743156,-3.88923459263152,-7.26793158992517,NA,NA,8.92056929050815,NA,NA,NA,NA,NA,NA
"N0647",4.73470131056456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.287287827537399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.81777044574203,-2.90657157303746,NA,5.16062696803865,-2.12438109642349,-4.943542567545,-0.463538754971906,-5.41873172658234,2.52667776329242,NA,NA,3.68194286373832,NA,NA,NA,NA,NA,NA
"N0648",0.281600669309912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0170867049921885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.04896821478916,-1.64927596090677,NA,3.20993432862035,-1.71129291891095,-3.0108810077198,-1.57002395977204,-2.1353382713681,0.238302150026877,NA,NA,0.718201302778249,NA,NA,NA,NA,NA,NA
"N0650",-4.17149997194477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.253114417552987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25406814075271,-2.24923670493603,NA,6.15564480998733,0.0525271539906344,-2.7666343171309,0.0249546262059088,-3.41066496309186,-3.73848833247499,NA,NA,0.624765019519894,NA,NA,NA,NA,NA,NA
"N0651",-11.7599469830625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.713559187604486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7771025235855,0.131054034056705,NA,0.769227150493084,0.575561536823431,-4.10085629045802,0.716830495962333,-2.71878909333544,-4.56618584503123,NA,NA,-0.371773979959984,NA,NA,NA,NA,NA,NA
"N0652",3.55326644655815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215601815433609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.38367167361707,3.25719656640094,NA,2.88232076129552,-5.75341919855564,-3.8450190358155,-1.72879604017323,0.238511952085182,-2.95961669499968,NA,NA,4.27394193469693,NA,NA,NA,NA,NA,NA
"N0653",4.52441318138975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0061077478086779,NA,0.268420411097914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.20098580238123,-5.52227245179706,NA,2.96280659744174,-1.67212472711519,-1.73843535658573,9.3824711789801,-1.4477752579858,-12.3815723433336,NA,NA,10.4426725097012,NA,NA,NA,NA,NA,NA
"N0654",6.06129314978171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.659849432968131,NA,-1.56639282281793,NA,2.59402379613074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.04036277905171,3.99662549386339,NA,2.66871080052851,6.23000153245986,1.0066156111264,3.19457508092061,-10.5516069779021,-11.4253791288506,NA,NA,11.9039742158388,NA,NA,NA,NA,NA,NA
"N0655",1.46303553331618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0887727170960418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6910552384631,-1.90359205801809,NA,4.64403310074533,-0.614877120633229,-4.44708751329653,-0.980132622265211,-3.57154477694483,-3.39284368555706,NA,NA,0.295043718743298,NA,NA,NA,NA,NA,NA
"N0664",-1.09648834712466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0665317059097791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20470997140518,0.0912837857308375,NA,NA,-0.139574659196972,NA,-0.335988673905314,-4.10929123705034,5.01800866128982,NA,NA,-2.26880058444579,NA,NA,NA,NA,NA,NA
"N0665",-1.20907287938742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0733630060418547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.77765696866717,-0.206074494708883,NA,NA,0.238433008057832,NA,-1.81523736281045,-5.41969843903186,6.07138227623915,NA,NA,-3.24152481258003,NA,NA,NA,NA,NA,NA
"N0667",-2.50379500041105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.151922957560482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53992715207628,-3.45685323284155,NA,NA,1.20869144301592,NA,0.33691148061305,-3.43639108253198,1.63871312964107,NA,NA,0.936721873927036,NA,NA,NA,NA,NA,NA
"N0668",-3.74222485530294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.227067259013132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.886806498142102,-1.83139119689281,NA,NA,-1.38688369412609,NA,0.105117160401856,-3.33050242889592,5.29027300867338,NA,NA,0.198403092944946,NA,NA,NA,NA,NA,NA
"N0669",-2.67267179880542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.162169907758569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.594525137819539,-4.74709808811923,NA,NA,-0.0815534122617402,NA,-0.615650400817361,-2.86937958164971,7.77749369900314,NA,NA,-0.184681494427004,NA,NA,NA,NA,NA,NA
"N0670",-14.3224692742118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.177530869628118,NA,-1.04657641503069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82832635703534,-2.95595568794203,NA,NA,3.36380789899184,NA,-12.928484978766,-7.28798083374078,11.2916643805433,NA,NA,3.29626338110188,NA,NA,NA,NA,NA,NA
"N0671",7.23476704033068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.438984503862444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.610475853832,-2.72390203950633,NA,NA,-0.0844552067324221,NA,0.225655239330108,-3.71648881073855,10.4760556953105,NA,NA,0.994307119567734,NA,NA,NA,NA,NA,NA
"N0672",19.2879979269592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.51281625727611,-0.440927679071053,2.12408323729005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.14745627761333,7.25864780767628,NA,NA,2.6377528306587,NA,2.71145192632499,-8.44220542299559,7.54365087829357,NA,NA,5.93102782063322,NA,NA,NA,NA,NA,NA
"N0673",21.8128220964346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.334562977377345,1.22739517193944,NA,NA,0.369033122732852,0.0616729296818632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.785736131584004,1.92212620438368,NA,NA,-3.66058819790009,NA,3.39588461947165,5.74038821792689,5.20007938552203,NA,NA,-1.07665548640054,NA,NA,NA,NA,NA,NA
"N0674",4.02610787083778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.244292450098794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39603426444391,-1.74348976431399,NA,NA,3.42857937231439,NA,0.530701566827952,-3.58028397016434,2.50786916355048,NA,NA,-0.557902909094377,NA,NA,NA,NA,NA,NA
"N0675",-4.70290871012732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22204107785928,-1.50739982338837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.84135947128027,4.72412855826685,NA,NA,-7.19014817495786,NA,7.61805187521263,-13.1673332656242,1.15123517724982,NA,NA,7.39082017099555,NA,NA,NA,NA,NA,NA
"N0676",-5.43099283924667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.32953676099396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.113094610104777,-3.59030161270994,NA,NA,0.231035628529382,NA,1.04767053536281,-7.28435217472023,6.73935084440522,NA,NA,0.296749033287758,NA,NA,NA,NA,NA,NA
"N0677",-7.40122215384763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.449084513304928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.758144370861188,-3.72882691269547,NA,NA,-1.08938007992155,NA,0.402620774606398,-7.76056044855303,8.96460636135052,NA,NA,0.327065220225872,NA,NA,NA,NA,NA,NA
"N0684",-3.96156769306806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.240376340877812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.73536446724034,2.56718585018327,NA,NA,-4.41733207168975,NA,1.9710719036235,-1.80223065952154,-3.14310295044645,NA,NA,5.61002906156282,NA,NA,NA,NA,NA,NA
"N0685",-3.00299335636786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.837600379129029,0.3052984848757,0.35008904050163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.85134953844184,2.81431988515648,NA,NA,3.734926887156,NA,-7.98976951769616,1.45058435435811,-0.265759312212071,NA,NA,1.62908025213449,NA,NA,NA,NA,NA,NA
"N0686",-3.96156769306806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.240376340877812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.05999851954582,0.203405033252451,NA,NA,-4.92385653246065,NA,5.01021866824884,-2.47759660721607,-0.779322133515633,NA,NA,3.07740675770836,NA,NA,NA,NA,NA,NA
"N0687",-8.46494898358443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.513628346160114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1223767309372,2.15407574340285,NA,NA,-6.6876985346301,NA,5.77899896993381,-8.12479280862903,-3.55621305722688,NA,NA,7.39185828478959,NA,NA,NA,NA,NA,NA
"N0705",-0.669281899159867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.429534411591558,0.388924343457083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58684021852259,2.92516330831059,NA,NA,3.027425425343,NA,-10.6818122586208,0.0693225952856834,0.172806852120766,NA,NA,1.57085700853858,NA,NA,NA,NA,NA,NA
"N0707",4.01312432766528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.243504646673159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.73141255252539,2.76607709490542,NA,NA,1.18448675458858,NA,-6.27211119783588,-0.252607519410353,1.78334992813736,NA,NA,7.49733517552128,NA,NA,NA,NA,NA,NA
"N0708",-3.99621886271139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.156522069859292,NA,NA,0.002560153726042,-0.401561096089781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.27372370171158,-2.61749461267525,NA,NA,0.597325746857967,NA,6.39919742806351,4.3942333602552,-6.23578999675598,NA,NA,-2.23054563621081,NA,NA,NA,NA,NA,NA
"N0709",-4.99363825336753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.302999363891353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.05110830531535,2.27753985519182,NA,NA,-0.654782380514075,NA,-3.89034315984777,-5.29986490606197,6.86658175690357,NA,NA,3.2942852234878,NA,NA,NA,NA,NA,NA
"N0710",-5.27509958402486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.320077614221486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.10608913717825,2.04066861486352,NA,NA,-1.22933659468963,NA,-2.60764101786338,-2.15990640791767,3.25288077810265,NA,NA,2.21320654854135,NA,NA,NA,NA,NA,NA
"N0711",1.42368008561834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0863847436358767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.44016378722026,2.51165463481431,NA,NA,3.46268659835192,NA,-4.16275284099618,-4.0527012048977,2.37313490266439,NA,NA,2.00882662079762,NA,NA,NA,NA,NA,NA
"N0712",-1.10947189029716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0673195093353964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.817873709839296,0.548654958783113,NA,NA,-1.37061835538099,NA,-8.48953333395819,0.400275622169062,3.44928199125854,NA,NA,4.09802263093356,NA,NA,NA,NA,NA,NA
"N0713",-9.04668141483228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.54892616864541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.924053394948,0.352399079392049,NA,NA,1.30343104292965,NA,-4.4647520402585,-2.49744404800011,4.94144098110377,NA,NA,-1.16347785616644,NA,NA,NA,NA,NA,NA
"N0714",-3.28688128060669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.38498985146879,-2.94432759580687,NA,1.20443266261912,0.250267004216969,2.67517943775624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.72574532668379,-2.65064813844218,NA,NA,-7.45237632039137,NA,-2.16600004153085,5.77498542048788,5.35470021580669,NA,NA,4.24739761778671,NA,NA,NA,NA,NA,NA
"N0560",-8.97687571068119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.544690562684291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.12789895986608,-0.0267099737979264,NA,NA,1.43545796823965,NA,-1.64096402257111,-0.514310121782884,-2.36755179497264,NA,NA,0.823876564462536,NA,NA,NA,NA,NA,NA
"N0561",-3.68266283697793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.223453209947326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37362730837759,3.6604460494514,NA,NA,-0.974910462825878,NA,-3.37382973649053,-3.09405423213495,1.48897990756323,NA,NA,0.107264926262247,NA,NA,NA,NA,NA,NA
"N0562",-11.4462273443814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.331260427927596,NA,-1.02578402541995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.8569591592871,-6.57918000340388,NA,NA,2.22088683196208,NA,2.99717409878731,-0.443576167259729,0.338877471191454,NA,NA,-0.310650842975756,NA,NA,NA,NA,NA,NA
"N0563",-3.20105571748472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0783753414666657,-0.272606040001123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28802997961625,2.93806302156294,NA,NA,-1.94328237032844,NA,-4.18131114486448,2.75069930083528,-3.89635880519516,NA,NA,1.46871374836563,NA,NA,NA,NA,NA,NA
"N0564",-6.49873351447966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.394324142254198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.707955119532512,-3.11900466942767,NA,NA,3.59380933049217,NA,-6.42701551106607,0.797162844037007,1.14580500157205,NA,NA,0.102841378844131,NA,NA,NA,NA,NA,NA
"N0715",-18.4399450606703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.611469785890665,0.0392062669115018,-1.769557986192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.09415607896866,-7.22396803800319,NA,NA,6.08523037175014,NA,5.83569481159507,-12.1318035963473,6.17861542103154,NA,NA,-2.72510086406707,NA,NA,NA,NA,NA,NA
"N0716",-8.86423288358117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.537855725392016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.74352251831108,0.102192484356558,NA,NA,1.73373610568067,NA,-6.59333194301232,-2.24854013578016,3.35074807963716,NA,NA,-3.45098863883259,NA,NA,NA,NA,NA,NA
"N0718",-0.071073346422833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0946331813485253,1.88304172752932,0.715901810086633,-2.50862287905262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11585207908429,-1.73457673530725,NA,NA,-1.80876058702919,NA,0.494392384340375,-2.25328160294976,2.93653944204948,NA,NA,1.21485523552809,NA,NA,NA,NA,NA,NA
"N0733",-7.62692122265013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.462779272678416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12041239221176,-1.52563609731704,NA,NA,0.438444787762352,NA,0.579713746901255,-3.8689547639383,0.530783500540229,NA,NA,-2.02846411133373,NA,NA,NA,NA,NA,NA
"N0734",-1.9976946095046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.121214266075556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.571188225861713,-1.34693143768878,NA,NA,-0.733582447998437,NA,-1.26767943655405,2.72572639878792,-1.14776819599144,NA,NA,1.3582287998435,NA,NA,NA,NA,NA,NA
"N0735",3.80040880203534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.230597690725338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.94995697521136,1.81043294645345,NA,NA,-4.32987754080141,NA,2.22736792143545,-1.37709315478595,-0.354184628780026,NA,NA,-1.05617588449406,NA,NA,NA,NA,NA,NA
"N0736",8.36008235868323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.507265346073615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.30375797066264,6.08673490577359,NA,NA,-2.4173563984121,NA,-0.0811481092660044,-2.16603580317473,0.0387631312965977,NA,NA,0.349820797124353,NA,NA,NA,NA,NA,NA
"N0737",-4.98118471447168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.302243719575092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.52868169364445,1.24124631992471,NA,NA,-0.509185507315759,NA,1.65818129490672,0.755184009463394,0.42736064008028,NA,NA,-4.49566778872451,NA,NA,NA,NA,NA,NA
"N0738",1.26725682611982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0768934377540512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.285493508402098,-1.6721401118904,NA,NA,2.99340456396707,NA,-0.410997702290248,-0.97631201388631,-2.14834281788759,NA,NA,2.55259350795455,NA,NA,NA,NA,NA,NA
"N0741",1.1656023697391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00101106843802466,-0.414250064639583,0.483964338859743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.00119771440561,0.994074712854611,NA,NA,-8.28322344970714,NA,3.91954524761547,8.20731843800849,0.835421638531093,NA,NA,2.90172933777527,NA,NA,NA,NA,NA,NA
"N0742",2.84344027780054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172531639602858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.64283301623484,3.16624176195968,NA,NA,-1.62333682990615,NA,0.712871459239958,-0.527808800050616,-0.686790682510114,NA,NA,3.00109672179025,NA,NA,NA,NA,NA,NA
"N0743",2.84344027780051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172531639602867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.227472261466895,2.1531928404179,NA,NA,-0.103763447593469,NA,-1.14438489691996,-0.358967313126978,-3.05057149944093,NA,NA,3.67646266948478,NA,NA,NA,NA,NA,NA
"N0744",2.84344027780056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172531639602863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.94198497378675,4.34813217042508,NA,NA,-1.79217831682979,NA,-2.3262753053854,-5.59305340775954,3.19656351673338,NA,NA,-0.375733016682378,NA,NA,NA,NA,NA,NA
"N0745",-4.53084658542008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.274918519046842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.02766344112201,-2.97224813987273,NA,NA,-3.37194807172415,NA,5.21139523359628,-4.64020085879945,7.69508729108972,NA,NA,-2.12434425850038,NA,NA,NA,NA,NA,NA
"N0266",-4.70266429617103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.537911984369163,0.033895619288307,-0.857151518862246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.70849885350249,-8.41968961357914,NA,NA,-0.254821168481327,NA,3.11418727964709,9.79622532976808,-3.70607589995445,NA,NA,4.86418808786282,NA,NA,NA,NA,NA,NA
